,section,byline,title,abstract,class,print_page,pub_date,type_of_material,class_le,byline_le,section_le,type_of_material_le,title_clean,abstract_clean,title_vec_avg,abstract_vec_avg,title_len,abstract_len,capital_letters,title_punct_num,abstract_punct_num,title_!,abstract_!,title_?,abstract_?,authors_num,coauthors,sections_grouped,title_ner,title_ner_type,ners_num,ner_GPE,ner_PERSON,ner_ORG,ner_MONEY,ner_NORP,pub_day_of_week,title_sentiment,abstract_sentiment,countries
1526,Crosswords & Games,Caitlin Lovinger,Variety: Acrostic,Emily Cox and Henry Rathvon make us take our time.,all,0.0,2022-03-11 03:02:03+00:00,News,0,116.0,6.0,2.0,variety: acrostic,emily cox henry rathvon make us take time.,0.0036591562,-0.00065122964,2,10,2,1,1,0,0,0,0,1,0,1,['Acrostic'],['NORP'],1,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,[]
3095,Movies,Kyle Buchanan,"Oscars 2022 Predictions: Who Will Win Best Picture, Actor and Actress?","In an interesting year with a duel for the top award and some wide-open races, here’s how our expert is marking his ballot.",all,9.0,2022-03-24 18:11:11+00:00,News,0,423.0,12.0,2.0,"oscars 2022 predictions: win best picture, actor actress?","interesting year duel top award wide-open races, here’s expert marking ballot.",-0.00026972732,-0.0012355522,11,23,9,3,3,0,0,1,0,1,0,1,"['Oscars 2022 Predictions', 'Will Win Best Picture']","['ORG', 'PERSON']",2,0.0,0.0,1.0,0.0,0.0,3.0,0.8402,0.7906,[]
3829,The Learning Network,The Learning Network,24 New Words Invented by Teenagers,We invited students to suggest words to fill gaps in the English language. Here are our favorites.,all,0.0,2022-03-31 09:00:23+00:00,News,0,695.0,24.0,2.0,24 new words invented teenagers,invited students suggest words fill gaps english language. favorites.,-0.002658787,-0.0054075206,6,17,4,0,2,0,0,0,0,1,0,7,['24'],['CARDINAL'],1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4215,[]
974,U.S.,Sam Roberts,"Dennis Cunningham, Civil Rights Lawyer for Varied Causes, Dies at 86","He successfully represented the Black Panthers, environmentalists who accused the government of conspiracy and Attica prison inmates.",all,15.0,2022-03-06 21:37:11+00:00,Obituary (Obit),0,639.0,28.0,4.0,"dennis cunningham, civil rights lawyer varied causes, dies 86","successfully represented black panthers, environmentalists accused government conspiracy attica prison inmates.",0.0018023809,-0.012286057,11,17,8,2,2,0,0,0,0,1,0,6,"['Dennis Cunningham', 'Civil Rights Lawyer for Varied Causes', '86']","['PERSON', 'ORG', 'CARDINAL']",3,0.0,1.0,0.0,0.0,0.0,6.0,-0.3818,-0.6908,[]
394,Theater,Laura Collins-Hughes,"‘Out of Time’ Review: Once Sidelined, Now Taking Center Stage","Five Asian American actors, all over 60, deliver monologues that touch on grief and heritage, on adult children and cultural cancellation.",all,3.0,2022-03-02 03:00:06+00:00,Review,0,428.0,25.0,6.0,"‘out time’ review: sidelined, taking center stage","five asian american actors, 60, deliver monologues touch grief heritage, adult children cultural cancellation.",-0.00936707,-0.0038930795,10,21,9,2,4,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.4939,[]
436,Business Day,Erin Woo,Fitbit recalls more than one million smart watches over a burn risk.,"The company, which is owned by Google, received at least 174 reports of the battery in its Ionic smart watch overheating, leading to 118 reported injuries.",all,0.0,2022-03-02 12:00:06+00:00,News,0,252.0,4.0,2.0,fitbit recalls one million smart watches burn risk.,"company, owned google, received least 174 reports battery ionic smart watch overheating, leading 118 reported injuries.",-0.017433314,-0.0050898646,12,26,1,1,4,0,0,0,0,1,0,4,"['Fitbit', 'more than one million']","['ORG', 'CARDINAL']",2,0.0,0.0,1.0,0.0,0.0,2.0,0.1531,0.4019,[]
2657,Climate,Lisa Friedman,U.N. Chief Warns of ‘Catastrophe’ With Continued Use of Fossil Fuels,"António Guterres, the United Nations secretary general, said instead of replacing Russian oil, gas and coal, nations must pivot to clean energy.",all,6.0,2022-03-21 17:56:44+00:00,News,0,443.0,5.0,2.0,u.n. chief warns ‘catastrophe’ continued use fossil fuels,"antónio guterres, united nations secretary general, said instead replacing russian oil, gas coal, nations must pivot clean energy.",-0.007931771,-0.0059057036,11,22,10,2,5,0,0,0,0,1,0,3,['U.N.'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,0.0,-0.1027,0.765,[]
305,Health,Emily Anthes,New Coronavirus Lineage Discovered in Ontario Deer,"Scientists also found signs of possible deer-to-human transmission, but there is no evidence that the new lineage poses an elevated risk to people.",all,23.0,2022-03-01 15:26:04+00:00,News,0,231.0,10.0,2.0,new coronavirus lineage discovered ontario deer,"scientists also found signs possible deer-to-human transmission, evidence new lineage poses elevated risk people.",0.0065666153,0.0041006748,7,23,6,0,4,0,0,0,0,1,0,2,[],[],0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6652,[]
3852,Business Day,Clifford Krauss,"Biden will tap oil reserve, hoping to push gasoline prices down.",The White House announced a plan to  release reserves of crude daily for six months.,all,0.0,2022-03-31 11:52:37+00:00,News,0,160.0,4.0,2.0,"biden tap oil reserve, hoping push gasoline prices down.",white house announced plan release reserves crude daily six months.,-0.0046201306,-0.0015190562,11,15,1,2,1,0,0,0,0,1,0,4,['Biden'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,3.0,0.4215,-0.5719,[]
352,U.S.,David McCabe,President Biden will call for more limits on social media.,"Mr. Biden will ask Congress to ban targeted ads aimed at children on social media sites, among other measures.",all,0.0,2022-03-01 21:31:26+00:00,News,0,197.0,28.0,2.0,president biden call limits social media.,"mr. biden ask congress ban targeted ads aimed children social media sites, among measures.",-0.017146584,-0.0077623175,10,19,2,1,3,0,0,0,0,1,0,6,['Biden'],['PERSON'],1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.5574,[]
2235,Briefing,David Leonhardt,A City Under Siege,"We give you a rare dispatch from Mariupol, Ukraine.",all,0.0,2022-03-17 10:31:52+00:00,briefing,0,195.0,2.0,7.0,city siege,"give rare dispatch mariupol, ukraine.",-0.004212536,-0.0061365287,4,9,4,0,2,0,0,0,0,1,0,4,['City Under Siege'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,[]
3108,Opinion,Samuel Dickman and Kari White,How Some Texans Are Getting Abortions Despite a Devastating Law,An influx in donations to clinics and abortion funds has thrown a financial lifeline to patients,all,20.0,2022-03-24 20:07:57+00:00,Op-Ed,0,640.0,15.0,5.0,texans getting abortions despite devastating law,influx donations clinics abortion funds thrown financial lifeline patients,-0.011478591,-0.011810364,10,16,9,0,0,0,0,0,0,1,0,7,['Texans'],['NORP'],1,0.0,0.0,0.0,0.0,1.0,3.0,0.5334,0.0,[]
2721,World,The International Herald Tribune,1972: Millions of Workers Strike in Italy,"Farm laborers, pressing demands including a shorter working week and a minimum wage, staged a 24-hour walkout. Refinery and filling station employees were also striking over pay and hours.",all,0.0,2022-03-22 08:00:03+00:00,News,0,694.0,30.0,2.0,1972: millions workers strike italy,"farm laborers, pressing demands including shorter working week minimum wage, staged 24-hour walkout. refinery filling station employees also striking pay hours.",0.010927644,0.0054577533,7,29,4,1,5,0,0,0,0,1,0,5,"['1972', 'Millions', 'Italy']","['DATE', 'CARDINAL', 'GPE']",3,0.0,0.0,0.0,0.0,0.0,1.0,-0.128,-0.4019,['Italy']
3104,Sports,Billy Witz,"Aliyah Boston Has Lost Her Accent, but Not Her Determination",Her move to Massachusetts from the Virgin Islands at age 12 exposed her to a world of basketball possibilities. Now she’s leading top-ranked South Carolina into the round of 16.,all,8.0,2022-03-24 19:21:00+00:00,News,0,103.0,20.0,2.0,"aliyah boston lost accent, determination",move massachusetts virgin islands age 12 exposed world basketball possibilities. she’s leading top-ranked south carolina round 16.,-0.0025879145,-0.0023723317,10,30,9,1,3,0,0,0,0,1,0,1,['Aliyah Boston'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,3.0,-0.548,-0.0772,[]
1612,U.S.,Shawn Hubler,Legislators Find Way to Let U.C. Berkeley Increase Its Enrollment,A court ordered the university to cap the number of students after a lawsuit arose from its lack of campus housing. In response is a proposal to adjust the California Environmental Quality Act.,all,16.0,2022-03-11 17:00:26+00:00,News,0,658.0,28.0,2.0,legislators find way let u.c. berkeley increase enrollment,court ordered university cap number students lawsuit arose lack campus housing. response proposal adjust california environmental quality act.,-0.0023327775,0.0020244278,10,33,10,2,2,0,0,0,0,1,0,6,['U.C. Berkeley Increase'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,4.0,0.3182,-0.4404,[]
1334,World,Daniel Politi,"Most of the world’s new known virus cases this year emerged in the Americas, W.H.O. officials say.","Countries in the region should keep public health measures in place, W.H.O. officials warned.",all,0.0,2022-03-09 21:29:27+00:00,News,0,175.0,30.0,2.0,"world’s new known virus cases year emerged americas, w.h.o. officials say.","countries region keep public health measures place, w.h.o. officials warned.",-0.0029801435,-0.009259848,17,14,5,5,5,0,0,0,0,1,0,5,"['this year', 'Americas', 'W.H.O.']","['DATE', 'LOC', 'ORG']",3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.2732,[]
3125,Opinion,Kara Swisher,"The Simple, Innocent Joy in GIFs","A reflection on the digital diversions after their creator, Stephen Wilhite, passes on.",all,0.0,2022-03-24 23:00:05+00:00,Op-Ed,0,391.0,15.0,5.0,"simple, innocent joy gifs","reflection digital diversions creator, stephen wilhite, passes on.",-0.020746397,-0.010893215,6,13,7,1,3,0,0,0,0,1,0,7,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,0.7351,0.0,[]
2926,Arts,Joshua Barone,Review: ‘Upload’ Asks Old Questions With New Technology,"Michel van der Aa’s work, a seamless interweaving of opera, film and motion-capture performance, arrives at the Park Avenue Armory.",all,2.0,2022-03-23 17:50:19+00:00,Review,0,382.0,0.0,6.0,review: ‘upload’ asks old questions new technology,"michel van der aa’s work, seamless interweaving opera, film motion-capture performance, arrives park avenue armory.",-0.015064325,-0.0056669284,8,20,8,1,5,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,[]
917,U.S.,Alyssa Lukpat and Isabella Grullón Paz,Wildfires in Florida Panhandle Prompt Evacuations,"Three fires forced the evacuation of more than 1,100 homes.",all,0.0,2022-03-05 22:06:42+00:00,News,0,39.0,28.0,2.0,wildfires florida panhandle prompt evacuations,"three fires forced evacuation 1,100 homes.",0.0034828782,0.008134009,6,10,5,0,2,0,0,0,0,1,0,6,['Florida'],['GPE'],1,1.0,0.0,0.0,0.0,0.0,5.0,0.0,-0.4588,['Florida']
600,T Magazine,Mari Maeda and Yuji Oboshi,"Cylindrical, Oval and Bucket Bags With Infinite Appeal","This spring, try rounding out your look with one of these pleasingly shaped styles.",all,52.0,2022-03-03 13:00:11+00:00,News,0,482.0,22.0,2.0,"cylindrical, oval bucket bags infinite appeal","spring, try rounding look one pleasingly shaped styles.",-0.0055016284,-0.0075454838,8,14,7,1,2,0,0,0,0,1,0,2,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,[]
1119,Books,Mary Pols,A Thriller Wrapped in a Story of Sisters and First Love,“Ocean State” is Stewart O’Nan’s latest addition to an oeuvre that specializes in family drama.,all,8.0,2022-03-08 10:00:03+00:00,Review,0,500.0,1.0,6.0,thriller wrapped story sisters first love,“ocean state” stewart o’nan’s latest addition oeuvre specializes family drama.,-0.012544913,-0.007967803,11,15,7,0,1,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,1.0,0.6808,0.0,[]
2983,Crosswords & Games,Deb Amlen,Where Values May Be Taught,Jess Shulman makes her New York Times Crossword debut amid heightened expectations.,all,0.0,2022-03-24 02:00:05+00:00,News,0,208.0,6.0,2.0,values may taught,jess shulman makes new york times crossword debut amid heightened expectations.,0.0023495764,-0.00950328,5,12,5,0,1,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,0.4019,0.0,[]
1165,Business Day,Sapna Maheshwari,"Lululemon, which grew rapidly in pandemic, will soon offer shoes.","Lululemon plans to sell athletic footwear for women, underscoring its growth ambitions.",all,0.0,2022-03-08 15:55:08+00:00,News,0,642.0,4.0,2.0,"lululemon, grew rapidly pandemic, soon offer shoes.","lululemon plans sell athletic footwear women, underscoring growth ambitions.",-0.0067753857,-0.010041511,10,12,1,3,2,0,0,0,0,1,0,4,['Lululemon'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3818,[]
3210,Style,John Ortved,Kat Graham and Laura Brown Celebrate Women’s Month,"Ms. Brown, the former InStyle editor, gathers her female friends in Lower Manhattan.",all,0.0,2022-03-25 13:59:48+00:00,News,0,364.0,21.0,2.0,kat graham laura brown celebrate women’s month,"ms. brown, former instyle editor, gathers female friends lower manhattan.",-0.009473422,-0.011085636,8,13,7,0,4,0,0,0,0,1,0,2,"['Kat Graham', 'Laura Brown Celebrate Women']","['PERSON', 'PERSON']",2,0.0,1.0,0.0,0.0,0.0,4.0,0.5719,0.2263,[]
3424,Technology,"Adam Satariano, Paul Mozur and Aaron Krolik","When Nokia Pulled Out of Russia, a Vast Surveillance System Remained","The Finnish company played a key role in enabling Russia’s cyberspying, documents show, raising questions of corporate responsibility.",all,1.0,2022-03-28 07:00:13+00:00,News,0,7.0,23.0,2.0,"nokia pulled russia, vast surveillance system remained","finnish company played key role enabling russia’s cyberspying, documents show, raising questions corporate responsibility.",-0.0056864903,-0.006638618,11,18,9,1,3,0,0,0,0,2,1,3,"['Nokia', 'Russia']","['ORG', 'GPE']",2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34,['Russia']
1757,U.S.,Frances Robles,"Talking Chaos, or Plotting a Conspiracy? The Debate in the Whitmer Kidnapping Trial.",The proceedings that began last week test the government’s ability to root out violent extremism at home.,all,13.0,2022-03-13 09:00:10+00:00,News,0,264.0,28.0,2.0,"talking chaos, plotting conspiracy? debate whitmer kidnapping trial.",proceedings began last week test government’s ability root violent extremism home.,-0.017012272,0.00281498,13,17,9,3,1,0,0,1,0,1,0,6,"['Talking Chaos', 'the Whitmer Kidnapping Trial']","['PERSON', 'FAC']",2,0.0,1.0,0.0,0.0,0.0,6.0,-0.7964,-0.3818,[]
2993,New York,James Barron,He’s Been a Killer and a Mob Associate. Is He a Hit Man?,George Bratsenis appears in a New Jersey court today to enter a plea in a murder-for-hire case.,all,0.0,2022-03-24 05:50:37+00:00,briefing,0,313.0,13.0,7.0,he’s killer mob associate. hit man?,george bratsenis appears new jersey court today enter plea murder-for-hire case.,-0.017283715,0.00874098,13,17,9,2,3,0,0,1,0,1,0,6,[],[],0,0.0,0.0,0.0,0.0,0.0,3.0,-0.6486,0.0,[]
1159,Business Day,Emma Goldberg,"Better.com, a mortgage lender and early pandemic winner, announces more layoffs.","The company will let go more than 3,000 employees three months after gaining notoriety for firing 900 workers in a Zoom call.",all,4.0,2022-03-08 14:38:15+00:00,News,0,240.0,4.0,2.0,"better.com, mortgage lender early pandemic winner, announces layoffs.","company let go 3,000 employees three months gaining notoriety firing 900 workers zoom call.",0.0069654137,0.003228525,11,22,1,4,2,0,0,0,0,1,0,4,['Better.com'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,1.0,0.5859,0.1027,[]
1175,Technology,Shira Ovide,Apple Has to Try Hard Now,The tech giant used to give us only a few cool options. Now it has to work harder to win us over.,all,3.0,2022-03-08 17:17:19+00:00,News,0,664.0,23.0,2.0,apple try hard,tech giant used give us cool options. work harder win us over.,-0.00986321,-0.0034836638,6,22,5,0,2,0,0,0,0,1,0,3,['Apple'],['ORG'],1,0.0,0.0,1.0,0.0,0.0,1.0,-0.1027,0.7269,[]
1371,World,Alyssa Lukpat,Ontario will drop its indoor mask mandate weeks after trucker protests.,"Officials in Ontario said on Wednesday that the province was dropping its universal mask mandate, weeks after truckers paralyzed Ottawa during their protests over coronavirus restrictions.",all,0.0,2022-03-10 03:03:07+00:00,News,0,36.0,30.0,2.0,ontario drop indoor mask mandate weeks trucker protests.,"officials ontario said wednesday province dropping universal mask mandate, weeks truckers paralyzed ottawa protests coronavirus restrictions.",0.0002884746,-0.010469803,11,26,1,1,2,0,0,0,0,1,0,5,"['Ontario', 'weeks']","['GPE', 'DATE']",2,1.0,0.0,0.0,0.0,0.0,3.0,-0.4588,-0.2263,['Ontario']
2104,Opinion,Jessica Grose,Many Schools Aren’t Made for Kids With Learning Differences. The Pandemic Amplified That.,We’re still finding out how much learning loss children experienced.,all,23.0,2022-03-16 10:00:06+00:00,Op-Ed,0,349.0,15.0,5.0,many schools aren’t made kids learning differences. pandemic amplified that.,we’re still finding much learning loss children experienced.,-0.0028104098,-0.005807401,13,10,12,2,1,0,0,0,0,1,0,7,[],[],0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.3182,[]
2450,Arts,Elisabetta Povoledo,Donatello Gets His Due,"An exhibit in Florence puts the 15th-century sculptor at the epicenter of the Renaissance, presenting a master whose innovations transformed art history.",all,5.0,2022-03-18 18:42:11+00:00,News,0,225.0,0.0,2.0,donatello gets due,"exhibit florence puts 15th-century sculptor epicenter renaissance, presenting master whose innovations transformed art history.",-0.010310874,-0.0011987082,4,22,4,0,3,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,[]
3286,Crosswords & Games,Caitlin Lovinger,Mired,Ashton Anderson and James Mulhern team up to surprise us with a gnarly Saturday puzzle.,all,0.0,2022-03-26 02:00:05+00:00,News,0,116.0,6.0,2.0,mired,ashton anderson james mulhern team surprise us gnarly saturday puzzle.,-0.0127116535,-0.00036641717,1,15,1,0,1,0,0,0,0,1,0,1,[],[],0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2732,[]
1805,World,Traci Carl,Former President Obama tests positive for the coronavirus.,He tweeted that he has a scratchy throat but is otherwise fine.,all,0.0,2022-03-13 20:23:46+00:00,News,0,714.0,30.0,2.0,former president obama tests positive coronavirus.,tweeted scratchy throat otherwise fine.,-0.013334342,-0.021470813,8,12,3,1,1,0,0,0,0,1,0,5,[],[],0,0.0,0.0,0.0,0.0,0.0,6.0,0.5574,0.296,[]
