,section,byline,title,abstract,class,print_page,pub_date,type_of_material
2960,Style,By Penelope Green,"Chris Madden, Lifestyle Author and Personality, Dies at 73","An early HGTV host, she lent her name to furniture and housewares lines. In the late 1990s, her book on women’s private sanctuaries touched a nerve.",all,17,2022-03-22T21:08:31+0000,Obituary (Obit)
2961,Briefing,By Carole Landry,Russia’s shrinking invasion force,"Russia’s combat power has dropped because of significant losses, a U.S. defense official says.",all,,2022-03-22T21:15:20+0000,News
2962,Business Day,By Maria Cramer,MacKenzie Scott Gives $436 Million to Habitat for Humanity,The donation is part of an ongoing effort by Ms. Scott to give away her fortune.,all,3,2022-03-22T21:32:07+0000,News
2963,Business Day,By Brooks Barnes,Disney Employees Walk Out Amid Furor Over Florida Legislation,"Hoping to avoid controversy, the company initially shied away from taking a public stance on the anti-L.G.B.T.Q. bill. Now, an internal outcry has stretched into its third week.",all,1,2022-03-22T21:38:06+0000,News
2964,Sports,By Christopher Clarey,"Ahead of French Open, an Injury Interrupts Nadal’s Surge","Two days after the end of his 20-match win streak to start the season, Nadal said a rib injury would keep him out for four to six weeks, a timeline that would disrupt his clay-court season.",all,10,2022-03-22T21:44:50+0000,News
2965,Technology,By Erin Woo and Erin Griffith,"Another Theranos Trial Begins, This Time Without the Fanfare","Prosecutors say Ramesh Balwani worked hand in hand with Elizabeth Holmes, the Theranos chief executive, who was convicted of four counts of fraud.",all,1,2022-03-22T21:46:05+0000,News
2966,Opinion,By John McWhorter,Is Slang as Swell as It Used to Be? Yas!,"But these days, it’s easier to preserve it on the record.",all,,2022-03-22T21:50:49+0000,Op-Ed
2967,Travel,By Heather Murphy,What’s the Deal With Masks on Planes?,"Should mask rules on planes be lifted? Several British airlines have just suspended the requirement, but in the United States, the mandate, to be reviewed next month, remains. Here’s a look at where things stand.",all,,2022-03-22T22:01:10+0000,News
2968,Business Day,By Emma Goldberg,"Virginia, the first state to set Covid workplace rules, drops them.",The rules required employers to mandate indoor masking in higher-risk areas and to report Covid outbreaks to the state’s Department of Health.,all,,2022-03-22T22:02:02+0000,News
2969,Sports,By John Branch,Snowboarding Coach Faces New Accusations of Sexual Misconduct,"Peter Foley, already accused of coercing athletes into posing for nude photos, now faces scrutiny from more women. He has been relieved of his duties as a U.S. Olympic coach.",all,,2022-03-22T22:02:05+0000,News
2970,U.S.,By Michael D. Shear,Biden Plans Sanctions on Russian Lawmakers as He Heads to Europe,A chief goal of the meetings this week is to show that Russia’s invasion of Ukraine will not lead to sniping and disagreement among the United States and its allies.,all,10,2022-03-22T22:08:47+0000,News
2971,World,By Azi Paybarah,A Kremlin spokesman says Russia could use nuclear weapons if there is ‘an existential threat for our country.’,"The spokesman, Dmitri S. Peskov, made the comment after describing Ukraine, the neighboring country Russia invaded a month ago, as having been created by anti-Russian Western powers.",all,,2022-03-22T22:20:34+0000,News
2972,World,By Aurelien Breeden,"Yvan Colonna, Corsican Jailed for French Prefect’s Murder, Dies at 61","A folk hero for Corsica’s nationalist movement, he evaded a long manhunt but was finally arrested in 2003. He died shortly after being brutally attacked in prison.",all,26,2022-03-22T22:28:36+0000,Obituary (Obit)
2973,Theater,By Michael Paulson,‘Music Man’ Sets Box Office Record for a Reopened Broadway,"The Hugh Jackman-led revival has 76 trombones, 110 cornets, and took in $3.5 million in ticket sales last week, more than any show since the pandemic began.",all,7,2022-03-22T22:29:29+0000,News
2974,Business Day,By Ana Swanson,The U.S. scales back metal tariffs as Britain lifts duties on American whiskey and jeans.,"The step, announced as U.S. and British officials met in Baltimore, removed trade barriers erected under former President Donald J. Trump.",all,,2022-03-22T22:35:45+0000,News
2975,World,By Neil MacFarquhar,Ukrainians Try to Push Back Russian Forces Pummeling Their Cities,Desperate fighting has shifted the front lines but neither side seems to have a decisive upper hand as Ukraine’s suffering deepens.,all,1,2022-03-22T22:44:57+0000,News
2976,New York,By Rebecca Davis O'Brien,A judge on New York State’s highest court is unvaccinated and could be removed from the bench.,"Since September, court employees have had the chance to either get vaccinated or apply for a religious or medical exemption. Monday marked the end of the review process for those applications.",all,,2022-03-22T23:00:00+0000,News
2977,U.S.,By Adam Liptak,"By Turns Cautious and Confident, Judge Jackson Takes the Stage","In her first day of responding to senators’ questions, the judge gave few hints about her judicial philosophy but spoke forcefully about public safety and terrorism.",all,14,2022-03-22T23:00:09+0000,News
2978,Opinion,By Bret Stephens,A New Iran Deal Leaves Us Meeker and Weaker,A new pact would strengthen the world’s antidemocratic axis. ,all,18,2022-03-22T23:00:10+0000,Op-Ed
2979,U.S.,"By Nick Corasaniti, Blake Hounshell and Leah Askarinam",A Republican Fights Voter Fraud in His Race (231 Days Before Election Day),"In an audio recording obtained by The New York Times, Adam Laxalt, a Republican running for Senate in Nevada, said he’s already gearing up to fight election fraud.",all,,2022-03-22T23:01:58+0000,News
2980,U.S.,By Jonathan Weisman and Jazmine Ulloa,"Judging a Judge on Race and Crime, G.O.P. Plays to Base and Fringe","Grilling Ketanji Brown Jackson, the first Black woman nominated to the Supreme Court, conservative senators painted her as a jurist who had coddled criminals and embraced “woke” education.",all,1,2022-03-22T23:34:08+0000,News
2981,Opinion,By Thomas L. Friedman,"Xi, Putin and Trump: The Strongmen Follies", This is what happens when a leader wants to be the president for life.,all,18,2022-03-22T23:38:28+0000,Op-Ed
2982,U.S.,By Charlie Savage,Rival Sept. 11 Victims Near Potential Deal to Divide Afghan Central Bank Assets,But another group opposes it. A court has not yet decided whether $3.5 billion in Afghan central bank funds can be used to pay Taliban debts.,all,16,2022-03-22T23:40:01+0000,News
2983,Corrections,,"Corrections: March 23, 2022","Corrections that appeared in print on Wednesday, March 23, 2022.",all,16,2022-03-22T23:58:58+0000,Correction
2984,World,By Anushka Patil,South Africa begins to lift Covid restrictions but leaves its indoor mask mandate.,"South Africa will begin lifting Covid-19 restrictions on Wednesday, President Cyril Ramaphosa said on Tuesday in an address that marked the start of what he called a “new era” in the country’s fight against the pandemic.",all,,2022-03-23T00:00:42+0000,News
2985,U.S.,By Carl Hulse and Katie Rogers,"Pledging to ‘Stay in My Lane,’ Jackson Defends Her Record","As Republicans suggested she was soft on crime, particularly when it came to child sexual abuse, and an extremist on matters of race, the Supreme Court nominee pushed back.",all,14,2022-03-23T00:02:09+0000,News
2986,U.S.,By Michael S. Schmidt and Adam Goldman,Project Veritas Says Justice Dept. Secretly Seized Its Emails,"In a court filing, the conservative group assailed prosecutors for concealing the action in a proceeding from the investigation of how it acquired Ashley Biden’s diary.",all,16,2022-03-23T00:03:00+0000,News
2987,Science,By Jonathan Moens,Brain Implant Allows Fully Paralyzed Patient to Communicate,"Letter by painstaking letter, a man in a completely locked-in state was able to formulate words and sentences using only his thoughts.",all,5,2022-03-23T00:17:11+0000,News
2988,Sports,By Scott Miller,M.L.B. Creates ‘Ohtani Rule’ to Keep Star’s Bat in Games,A new rule will allow a pitcher who bats for himself to stay in a game as the designated hitter when he is finished pitching.,all,9,2022-03-23T00:19:00+0000,News
2989,New York,By Ashley Southall,"Mom, Boyfriend Charged in Death of 8-Year-Old Autistic Boy in the Bronx",Joseph Barney’s mother and her boyfriend were arrested after the medical examiner’s office said the boy died from battered child syndrome.,all,,2022-03-23T00:37:43+0000,News
2990,Today’s Paper,,Quotation of the Day: Attacking Jackson and Appealing to G.O.P. Base,"Quotation of the Day for Wednesday, March 23, 2022.",all,3,2022-03-23T01:35:49+0000,Quote
2991,Crosswords & Games,By Rachel Fabi,It’s a Piece of Cake!,Barbara Lin changes her mind.,all,,2022-03-23T02:05:14+0000,News
2992,Sports,By Christopher Clarey,"No. 1 Ashleigh Barty, Just 25, Retiring From Tennis","The three-time Grand Slam champion said in a social media post, “the time is right now for me to step away and chase other dreams and to put the rackets down.”",all,,2022-03-23T02:32:37+0000,News
2993,World,By Azi Paybarah,Here are the latest developments.,President Biden is heading to Brussels on Wednesday to meet with NATO allies and is expected to announce new sanctions aimed at Russian lawmakers as the United States and its allies aim to pressure Russia from all sides. His trip comes as Ukrainian forces have mounted a counteroffensive that they say has retaken ground outside Kyiv.,all,,2022-03-23T03:13:53+0000,News
2994,U.S.,By Zach Montague,What to Watch For on Day 3 of Jackson’s Confirmation Hearing,"Senators will get their final shot at questioning the Supreme Court nominee, but it is unclear whether any new ground will be broken.",all,,2022-03-23T04:01:03+0000,News
2995,World,By Natasha Frost,Founder of Australia’s Hillsong Church Resigns Amid Scandals,Brian Houston was accused of breaching the church’s code of conduct after two women said he had behaved inappropriately.,all,6,2022-03-23T04:05:02+0000,News
2996,New York,,A Columbia Professor Takes the University to Task Over Rankings,"Michael Thaddeus, a math teacher, doesn’t think the Ivy League college deserves its No. 2 spot on the U.S. News list.",all,,2022-03-23T04:30:04+0000,briefing
2997,Briefing,By Amelia Nierenberg,Your Wednesday Briefing,Russia’s advance falters.,all,,2022-03-23T05:00:46+0000,briefing
2998,Arts,By Trish Bendix,Late Night Sees Through Republican Questions for Ketanji Brown Jackson,"“It’s funny listening to the same people who let the president get away with trying to overthrow the government call anyone ‘soft on crime,’ but that’s how it goes,” Jimmy Kimmel said.",all,,2022-03-23T05:49:45+0000,News
2999,The Learning Network,By The Learning Network,Word of the Day: circumlocution,This word has appeared in two articles on NYTimes.com in the past year. Can you use it in a sentence?,all,,2022-03-23T06:00:03+0000,News
3000,Business Day,By Ellen Rosen,Online Brands Try a Traditional Marketing Strategy: Physical Stores,"As digital advertising costs rise, more direct-to-consumer retailers are opening shops, leasing turnkey options or securing short-term spaces in other stores.",all,5,2022-03-23T07:00:11+0000,News
3001,Business Day,By Alexandra Stevenson,"Divorce Is Down in China, but So Are Marriages","While officials say a new law has helped save marriages, the bigger challenge in the country’s demographic crisis is that fewer people are getting married in the first place.",all,1,2022-03-23T07:00:13+0000,News
3002,U.S.,By Tim Arango and Troy Closson,‘We Can’t Endure This’: Surge in U.S. Shootings Shows No Sign of Easing,"A deadly weekend was an ominous harbinger for the summer months ahead, which is typically America’s most violent time.",all,1,2022-03-23T07:00:13+0000,News
3003,Books,,"Newly Published, From ‘Star Trek’ to Ferdinand Magellan",A selection of books published this week.,all,4,2022-03-23T09:00:03+0000,News
3004,The Learning Network,By The Learning Network,Between the Ears,What do you think this image is communicating?,all,,2022-03-23T09:00:04+0000,News
3005,The Learning Network,By Callie Holtermann,Are You a Crypto Optimist or Skeptic?,The crypto boom has begun. How do you think it will change our world?,all,,2022-03-23T09:00:06+0000,News
3006,The Learning Network,By Jeremy Engle,Lesson of the Day: ‘Meet the East Coast’s New Spider Friend’,"In this lesson, students will learn about the joro spider. Then they will create a new Spider-Man character based on the species.",all,,2022-03-23T09:00:06+0000,News
